drug_name,drug_smile,excp_name,excp_smile,drug_delta_d,drug_delta_p,drug_delta_h,excp_delta_d,excp_delta_p,excp_delta_h,HSP_distance,class
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,sucrose_octaacetate,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,18.43329145,8.896626189,11.53165818,17.21068236,7.506583181,11.51565043,7.911567777,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,trans_anethole,C/C=C/C1=CC=C(C=C1)OC,18.43329145,8.896626189,11.53165818,16.87061444,3.871616028,6.389237294,61.46305748,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,indomethacin,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,18.43329145,8.896626189,11.53165818,17.93043628,10.04934806,11.90617426,2.480483291,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,terpinyl_butyrate,CCCC(=O)OC(C)(C)[C@@H]1CCC(=CC1)C,18.43329145,8.896626189,11.53165818,15.86904593,5.299340291,6.298779619,66.62490424,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,18.43329145,8.896626189,11.53165818,18.75260979,4.84200912,12.00534993,17.07216025,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,candesartan_cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,18.43329145,8.896626189,11.53165818,18.55694965,6.941073413,10.57701655,4.796692703,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,neohesperidin_DC,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,18.43329145,8.896626189,11.53165818,17.54721893,12.27368846,15.6283856,31.32822318,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,ursodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,18.43329145,8.896626189,11.53165818,17.88213379,4.357631319,11.48982527,21.81932352,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,18.43329145,8.896626189,11.53165818,18.32334593,13.08746216,9.113537415,23.4587663,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,eucalyptol,CC1(C2CCC(O1)(CC2)C)C,18.43329145,8.896626189,11.53165818,16.51007803,2.335305343,4.154605885,112.2668314,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,beta_carotene,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,18.43329145,8.896626189,11.53165818,17.70583094,4.037987619,6.183207108,54.32909284,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,menthol,CC1CCC(C(C1)O)C(C)C,18.43329145,8.896626189,11.53165818,17.075068,3.098651667,8.72143948,48.8929215,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,alpha-terpineol,CC1=CCC(CC1)C(C)(C)O,18.43329145,8.896626189,11.53165818,16.24289246,5.505595677,9.827451344,33.59479986,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,fenchyl_alcohol,CC1(C2CCC(C2)(C1O)C)C,18.43329145,8.896626189,11.53165818,16.47441762,3.0316424,10.24582655,51.40014457,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,biotin,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,18.43329145,8.896626189,11.53165818,17.11675643,10.53965592,12.03278584,9.883733448,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,xylitol,C([C@H](C([C@H](CO)O)O)O)O,18.43329145,8.896626189,11.53165818,17.24777617,18.45773058,20.11130082,170.6467709,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,trans-cinnamic_acid,C1=CC=C(C=C1)/C=C/C(=O)O,18.43329145,8.896626189,11.53165818,19.76694015,8.831582297,11.54891619,7.119003932,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,thimerosal,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],18.43329145,8.896626189,11.53165818,17.50724647,10.08029638,7.554322914,20.6505082,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,tyramine,C1=CC(=CC=C1CCN)O,18.43329145,8.896626189,11.53165818,17.71689349,12.31692235,15.27636872,27.774187,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,fumaric_acid,C(=C/C(=O)O)\C(=O)O,18.43329145,8.896626189,11.53165818,18.31305067,6.785640336,15.72073292,22.06243983,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,congo_red,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],18.43329145,8.896626189,11.53165818,19.21848251,10.84209423,13.35241327,9.566094985,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,vanillin,COC1=C(C=CC(=C1)C=O)O,18.43329145,8.896626189,11.53165818,16.30847674,11.0059001,14.15513227,29.3910029,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,18.43329145,8.896626189,11.53165818,17.86396885,9.401770869,11.69051826,1.576920588,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,18.43329145,8.896626189,11.53165818,19.14074722,16.08038085,24.91209957,232.6445174,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,vitamin_A_palmitate,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,18.43329145,8.896626189,11.53165818,17.44471085,5.375220407,6.865113835,38.08610128,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,acetylcholine_chloride,CC(=O)OCC[N+](C)(C)C.[Cl-],18.43329145,8.896626189,11.53165818,16.51409847,7.657829123,7.553692548,32.09203559,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,dibutyl_phthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,18.43329145,8.896626189,11.53165818,17.84468084,9.55408269,4.109953303,56.89980222,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,trometamol,C(C(CO)(CO)N)O,18.43329145,8.896626189,11.53165818,17.17302412,13.38788004,22.45891023,145.9292935,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,benzoyl_peroxide,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,18.43329145,8.896626189,11.53165818,18.23868347,8.594894072,6.374837113,26.8353349,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,triethyl_citrate,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,18.43329145,8.896626189,11.53165818,15.60077164,8.809795459,11.12561857,32.26508171,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,triacetin,CC(=O)OCC(COC(=O)C)OC(=O)C,18.43329145,8.896626189,11.53165818,16.08888897,8.018880231,8.894266257,29.71116614,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,glycerol,C(C(CO)O)O,18.43329145,8.896626189,11.53165818,17.30957546,11.38302748,28.46080167,297.8290412,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,propylene_glycol,CC(CO)O,18.43329145,8.896626189,11.53165818,16.5921309,9.266816167,21.28404374,108.8055533,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,18.43329145,8.896626189,11.53165818,18.34275798,12.08449961,11.00809628,10.46943925,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,L-proline,C1C[C@H](NC1)C(=O)O,18.43329145,8.896626189,11.53165818,18.46214255,9.123651976,14.07922253,6.54495432,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,L-lysine,C(CCN)C[C@@H](C(=O)O)N,18.43329145,8.896626189,11.53165818,17.48435203,9.220371578,19.16535034,61.98001104,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,L-ascorbic_acid,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,18.43329145,8.896626189,11.53165818,17.99997488,14.61558237,18.12531746,76.93385554,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,stearic_acid,CCCCCCCCCCCCCCCCCC(=O)O,18.43329145,8.896626189,11.53165818,15.9679568,3.264248951,9.628027264,59.65898376,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,(R)-(+)-Limonene,CC1=CC[C@@H](CC1)C(=C)C,18.43329145,8.896626189,11.53165818,17.04413445,2.860487845,2.641368182,123.1912512,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,meglumine,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,18.43329145,8.896626189,11.53165818,17.51857549,18.50488788,17.97640554,137.2002824,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,hydrochlorothiazide,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,18.43329145,8.896626189,11.53165818,19.6585418,14.64130525,15.00561432,51.07466244,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,ketoprofen,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O,18.43329145,8.896626189,11.53165818,18.20825323,11.37510422,10.09352339,8.413653812,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,memantine_hydrochloride,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,18.43329145,8.896626189,11.53165818,16.64548038,5.760877725,7.358415891,40.03394346,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,naproxen_sodium,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+],18.43329145,8.896626189,11.53165818,17.86567825,11.09989507,7.823769206,19.89157344,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,mannitol,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,18.43329145,8.896626189,11.53165818,17.58173425,18.39771173,23.01200716,224.9696379,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,D-sorbitol,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,18.43329145,8.896626189,11.53165818,17.58173425,18.39771173,23.01200716,224.9696379,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,tannic_acid,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,18.43329145,8.896626189,11.53165818,18.60804731,8.764331316,12.57266315,1.223351703,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,rhodamine_B,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-],18.43329145,8.896626189,11.53165818,18.68739446,7.892066589,11.23325753,1.356456296,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,moxifloxacin,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,18.43329145,8.896626189,11.53165818,18.5047025,8.057324328,11.7200003,0.760298518,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,ciprofloxacin,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,18.43329145,8.896626189,11.53165818,18.57408235,9.089248891,11.35851366,0.146370834,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,certirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,18.43329145,8.896626189,11.53165818,18.43809521,8.751515363,10.88576544,0.438326891,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,budesonide,[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,18.43329145,8.896626189,11.53165818,18.72161024,5.760696253,12.2545462,10.68913454,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,etidronic_acid,CC(O)(P(=O)(O)O)P(=O)(O)O.O,18.43329145,8.896626189,11.53165818,17.89040908,14.35745461,17.57902604,67.57019005,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,emtricitabine,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,18.43329145,8.896626189,11.53165818,18.23505167,14.45293407,15.35307489,45.632979,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,metoprolol(+)-tartrate,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,18.43329145,8.896626189,11.53165818,18.29472952,7.36625122,12.4358384,3.236387053,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,18.43329145,8.896626189,11.53165818,18.48868412,14.34978036,10.70921639,30.42557433,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,propranolol_hydrochloride,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,18.43329145,8.896626189,11.53165818,17.92083239,7.287579326,11.6790109,3.661201799,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,18.43329145,8.896626189,11.53165818,18.84909151,10.77939218,6.840655097,26.24187648,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,neotame,CC(C)(C)CCN[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,18.43329145,8.896626189,11.53165818,17.8558261,7.249571049,10.58524185,4.942359454,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,alendronate_sodium,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.[Na+],18.43329145,8.896626189,11.53165818,17.70444747,17.15034673,16.72238197,97.19237028,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,18.43329145,8.896626189,11.53165818,18.0378504,13.89256853,10.41489012,26.83210535,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,desipramine_hydrochloride,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,18.43329145,8.896626189,11.53165818,18.919425,7.477628059,8.19858683,14.06822365,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,18.43329145,8.896626189,11.53165818,17.82235714,9.369777777,11.78915499,1.783139957,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,omeprazole,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,18.43329145,8.896626189,11.53165818,18.31601904,9.123545684,11.02984403,0.358321181,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,labetalol_hydrochloride,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,18.43329145,8.896626189,11.53165818,18.50526306,11.50463741,11.08936588,7.018064665,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,prednisone,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,18.43329145,8.896626189,11.53165818,18.76733479,5.894975109,11.85283519,9.559403682,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,18.43329145,8.896626189,11.53165818,18.42561536,10.00976384,8.154888406,12.64188526,1
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,fluconazole,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,18.43329145,8.896626189,11.53165818,18.52114949,11.26562529,12.63746643,6.865844759,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,methotrexate_hydrate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.O,18.43329145,8.896626189,11.53165818,18.53092491,14.94814056,15.95675634,56.24044902,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,tenofovir_alafenamide,C[C@H](CN1C=NC2=C1N=CN=C2N)OC[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)OC3=CC=CC=C3,18.43329145,8.896626189,11.53165818,18.28924375,7.930528598,10.34633359,2.421337908,0
Atovaquone,OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O,carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,18.43329145,8.896626189,11.53165818,19.44831522,12.06131878,10.9368781,14.49013552,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,18.68564382,6.737721502,11.56794878,17.4346444,15.34478192,13.78781519,85.26929402,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,succinic_acid,C(CC(=O)O)C(=O)O,18.68564382,6.737721502,11.56794878,17.5514903,7.946605963,15.15963616,19.50683673,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,octyl_gallate,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,18.68564382,6.737721502,11.56794878,17.57266765,10.07375441,10.34507071,17.57941019,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,DL-malic_acid,C(C(C(=O)O)O)C(=O)O,18.68564382,6.737721502,11.56794878,17.53504598,9.403026588,16.75629812,39.31832162,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,adipic_acid,C(CCC(=O)O)CC(=O)O,18.68564382,6.737721502,11.56794878,17.44565127,7.984547398,12.6149604,8.801134266,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,Triazabicyclodecene,C1CNC2=NCCCN2C1,18.68564382,6.737721502,11.56794878,18.33794889,8.899248771,9.988488166,7.650463057,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,DBU,C1CCC2=NCCCN2CC1,18.68564382,6.737721502,11.56794878,17.83435466,6.557546802,5.563241566,38.98774464,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,L-asparagine,C([C@@H](C(=O)O)N)C(=O)N,18.68564382,6.737721502,11.56794878,18.18056961,19.35613991,21.81000559,265.1446107,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,theobromine,CN1C=NC2=C1C(=O)NC(=O)N2C,18.68564382,6.737721502,11.56794878,17.65395412,19.23707522,17.93310836,201.0066343,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,"3,3'-thiodipropionic_acid",C(CSCCC(=O)O)C(=O)O,18.68564382,6.737721502,11.56794878,17.24694071,10.33521188,13.96288092,26.95710362,0
Nelfinavir,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2,18.68564382,6.737721502,11.56794878,17.29545915,19.07694911,17.48052125,194.9455047,0
